,question_type,multiple_choice_answer,answers,image_id,answer_type,question_id,question,image,split
56,,,,131090,,131090007,What color is the bottle on the sink?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x640 at 0x7F40B99BA450>,test
57,,,,131090,,131090008,How many bottle of soap are displayed?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x640 at 0x7F40B99BAF50>,test
58,,,,131090,,131090009,Is there a towel rack visible?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x640 at 0x7F40B99BAED0>,test
59,,,,131091,,131091000,Would you be afraid of getting mugged here?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=431x640 at 0x7F409ED99650>,test
60,,,,131091,,131091001,Is it sunny out?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=431x640 at 0x7F40A5803090>,test
61,,,,131091,,131091002,Is there lighting?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=431x640 at 0x7F409EDC0410>,test
62,,,,262164,,262164000,Does the giraffe appear dangerous?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x640 at 0x7F40A507E190>,test
63,,,,262164,,262164001,What color is the man's shirt?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x640 at 0x7F40BA2F0D90>,test
64,,,,262164,,262164002,What animal is this?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x640 at 0x7F40A453DBD0>,test
65,,,,262164,,262164003,What color are the spots on the animal?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x640 at 0x7F40A55D3810>,test
66,,,,262164,,262164004,Is the man wearing sunglasses?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x640 at 0x7F40A453D6D0>,test
67,,,,393238,,393238000,What sport is this?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F40A43F9650>,test
68,,,,393238,,393238001,Is this picture in color?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F40B853D1D0>,test
69,,,,393238,,393238002,What do you call this sports location?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F40A4DFF110>,test
70,,,,393238,,393238003,Where is he standing?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F40BB05D2D0>,test
71,,,,393238,,393238004,What is the name of this sport?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F40A4FBB510>,test
72,,,,393238,,393238005,What is the boy wearing?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F40BB05D5D0>,test
73,,,,393238,,393238006,What sport are they playing?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F40A588D4D0>,test
74,,,,393238,,393238007,What is the person holding?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F40A488AB90>,test
75,,,,393238,,393238008,What is he holding?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F40B8817F10>,test
76,,,,393238,,393238009,What sports equipment is the boy holding?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F40A425EE50>,test
77,,,,393239,,393239000,What kind of animal is this?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7F409ED99D50>,test
78,,,,393239,,393239001,Is there any reflection of zebra in water?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7F40B80D35D0>,test
79,,,,393239,,393239002,Is this the watering hole?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7F40B80D3550>,test
80,,,,131096,,131096000,What design is on the umbrella?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x426 at 0x7F40A453D890>,test
81,,,,131096,,131096001,Is the umbrella casting a shadow?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x426 at 0x7F40B9E3E350>,test
82,,,,131096,,131096002,What would happen if the tide came in?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x426 at 0x7F40A5803210>,test
83,,,,131096,,131096003,How many buildings are in the distance?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x426 at 0x7F40A58037D0>,test
84,,,,131096,,131096004,What is the chair made of?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x426 at 0x7F40A453D510>,test
85,,,,131096,,131096005,What is stuck in the ground?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x426 at 0x7F409DD78950>,test
86,,,,262169,,262169000,Is that a steer skull in the background?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F40B941E3D0>,test
87,,,,262169,,262169001,Where is the elephant's trunk?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F40A55D3C10>,test
88,,,,262169,,262169002,What is the fence made of?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F40A4E3F410>,test
89,,,,262169,,262169003,What kind of animal is this?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F40A4329B50>,test
90,,,,262169,,262169004,How tall is the fence?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F40A507E4D0>,test
91,,,,262169,,262169005,Does this animal live in the wild?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F40BA2F0A90>,test
92,,,,262169,,262169006,Is there a baby elephant?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F40BA2F05D0>,test
93,,,,262169,,262169007,Is there poop on the ground?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F40BA2F0990>,test
94,,,,27,,27000,Where is the white fencing?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x478 at 0x7F40A453DE10>,test
95,,,,27,,27001,What color is the car?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x478 at 0x7F40A43F9C10>,test
96,,,,27,,27002,Where did the shadow on the car come from?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x478 at 0x7F40A4DFFE50>,test
97,,,,27,,27003,What is the color of the seat inside the vehicle?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x478 at 0x7F40A4DFFE90>,test
98,,,,27,,27004,Can the dog drive?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x478 at 0x7F40BA2EAD10>,test
99,,,,27,,27005,What breed is the black dog?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x478 at 0x7F40B99BA9D0>,test
100,,,,27,,27006,What color is the door handle shown?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x478 at 0x7F40BB05DDD0>,test
101,,,,27,,27007,Is the car in motion?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x478 at 0x7F40BB05D550>,test
102,,,,27,,27008,Is the dog driving the car?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x478 at 0x7F40A4921450>,test
103,,,,28,,28000,"Is he a child, parent, or grandparent?",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=427x640 at 0x7F40A4921250>,test
104,,,,28,,28001,What type of tie is the man wearing?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=427x640 at 0x7F40B88174D0>,test
105,,,,28,,28002,Is the man going to kiss someone?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=427x640 at 0x7F40B8817690>,test
106,,,,28,,28003,Is the man dressed casually?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=427x640 at 0x7F40A425E750>,test
107,,,,393245,,393245000,Is there any cups on the table?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=443x640 at 0x7F409ED99F10>,test
108,,,,393245,,393245001,What is the flower made of?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=443x640 at 0x7F40A453D250>,test
109,,,,393245,,393245002,"What are the glass items, you place flowers in called?",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=443x640 at 0x7F40A4DFF090>,test
110,,,,131102,,131102000,Are the window wipers touching?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F40BA2EABD0>,test
111,,,,131102,,131102001,What city does this fire truck belong to?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F409DD78ED0>,test
112,,,,131102,,131102002,What color is this truck?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F40A547D090>,test
113,,,,131102,,131102003,Is this a police truck?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F40A547D790>,test
114,,,,393247,,393247000,Where is this animal commonly found?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F40B853D350>,test
115,,,,393247,,393247001,What color is it's nose?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F40B853D110>,test
116,,,,393247,,393247002,Is there any grass on the ground?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F40A49212D0>,test
117,,,,393248,,393248000,Do any of these items match?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F41392C9250>,test
118,,,,393248,,393248001,Are they packing?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F40B83FC710>,test
119,,,,393248,,393248002,How many pairs of shoes are in the photo?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F40B8817A90>,test
120,,,,393248,,393248003,Is this messy?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F40A488A710>,test
121,,,,262177,,262177000,What is the fruit sitting in?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x320 at 0x7F40A488A7D0>,test
122,,,,262177,,262177001,What is in the brown wooden bowl?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x320 at 0x7F40B9902550>,test
123,,,,262177,,262177002,What company name is visible?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x320 at 0x7F40B80D3AD0>,test
124,,,,524322,,524322000,What season is shown?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=428x640 at 0x7F40A5803C50>,test
125,,,,524322,,524322001,What color is the back door?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=428x640 at 0x7F40A5803310>,test
126,,,,524322,,524322002,What area is surrounding the train?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=428x640 at 0x7F40BB9C6390>,test
127,,,,546139,,546139000,Is the man happy?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F40A55D3450>,test
128,,,,546139,,546139001,Do you find any paintings?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F40A507EED0>,test
129,,,,546139,,546139002,Is he on a cell phone?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F40BBA2BF50>,test
130,,,,262181,,262181000,What color are his buttons?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=425x640 at 0x7F40A4329B10>,test
131,,,,262181,,262181001,Is the man wearing a bow tie?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=425x640 at 0x7F40A4329350>,test
132,,,,262181,,262181002,Does he look like asian?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=425x640 at 0x7F409EDC08D0>,test
133,,,,109233,,109233000,Are they fragile?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F40BA2F0E50>,test
134,,,,109233,,109233001,Is the fire hydrant broken?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F40A4DFFCD0>,test
135,,,,109233,,109233002,What is this made of?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F40A43F9250>,test
136,,,,109233,,109233003,What is the dark area in the background?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F40B8A3C2D0>,test
137,,,,109233,,109233004,Is there a tube of toothpaste?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F409DD78750>,test
138,,,,109233,,109233005,What color is the fire hydrant?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F40B853DBD0>,test
139,,,,109233,,109233006,Is the hydrant dry?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F40B853D490>,test
140,,,,109233,,109233007,Is this in color?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F409FD122D0>,test
141,,,,109233,,109233008,Why is the fire hydrant open?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F40B83FC450>,test
142,,,,109233,,109233009,Is it daytime?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F40B9A628D0>,test
143,,,,262185,,262185000,What kind of animal is shown?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x425 at 0x7F40B9A62910>,test
144,,,,262185,,262185001,What caused the fog in the background?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x425 at 0x7F40A4FBB450>,test
145,,,,262185,,262185002,What is in the road?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x425 at 0x7F40A4FBB9D0>,test
146,,,,262185,,262185003,Is the sun out?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x425 at 0x7F40B8817D90>,test
147,,,,262186,,262186000,Where are those cats at?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x332 at 0x7F40A456BC50>,test
148,,,,262186,,262186001,How many cats are in the scene?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x332 at 0x7F40BA2EA450>,test
149,,,,262186,,262186002,Are the two cats fighting?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x332 at 0x7F40B8817390>,test
150,,,,262186,,262186003,Are all of the cats the same color?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x332 at 0x7F40BB9C6090>,test
151,,,,262186,,262186004,Is there a red car?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x332 at 0x7F40B9902190>,test
152,,,,44,,44000,Are invisible people sitting at the table?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F40B99023D0>,test
153,,,,44,,44001,Will wine be served?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F40B9902350>,test
154,,,,44,,44002,How many people are going to eat dinner?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F40BB05D590>,test
155,,,,567986,,567986000,Is this man's mustache curled?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x611 at 0x7F40B80D3110>,test
156,,,,567986,,567986001,Why is this man  looking up?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x611 at 0x7F40B8817A10>,test
157,,,,567986,,567986002,Where was the photo taken?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x611 at 0x7F40BA2F0410>,test
158,,,,46,,46000,What is the object on the table?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=334x500 at 0x7F40B8817D50>,test
159,,,,46,,46001,Does the man have short hair?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=334x500 at 0x7F40B8817C90>,test
160,,,,46,,46002,Is the man going to throw the skateboard?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=334x500 at 0x7F40B99BA890>,test
161,,,,546141,,546141000,Where are the knives located relative to the plate?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F40BAC4E590>,test
162,,,,546141,,546141001,Has a plate been made yet?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F40A456BE10>,test
163,,,,546141,,546141002,What is the pattern on the tablecloth?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F40A456B490>,test
164,,,,546141,,546141003,How many silver forks are there?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F40A58036D0>,test
165,,,,546141,,546141004,Is that wine in the background?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F40B80D3950>,test
166,,,,546141,,546141005,Are there bananas?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F40BB9C63D0>,test
167,,,,546141,,546141006,What is in the white and blue container?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F40A506BF10>,test
168,,,,546141,,546141007,Where is the blue and white checkered cloth?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F40B96CD290>,test
169,,,,546141,,546141008,What food is in on the plates?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F40BA2F0E90>,test
170,,,,546141,,546141009,Is this in a restaurant?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F40BA2F0C10>,test
171,,,,262192,,262192000,How many wheels does the lead vehicle have?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F40B88175D0>,test
172,,,,262192,,262192001,What color is the man on the red motorcycles helmet?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F40B8817290>,test
173,,,,262192,,262192002,Is there a bicycle in the picture?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F40B8817D10>,test
174,,,,262192,,262192003,Is there a harley show doing on the street?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F40B8187910>,test
175,,,,262192,,262192004,What do the trees form?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F40A4E3F350>,test
176,,,,262192,,262192005,How many motorcycles are there displayed?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F40A5803C90>,test
177,,,,131121,,131121000,Did the cow knock down the building?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F40B9BFE3D0>,test
178,,,,131121,,131121001,Is the cow running?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F40A507E710>,test
179,,,,131121,,131121002,Does the cow have horns?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F40B80D3910>,test
180,,,,131121,,131121003,Is the house on fire?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F40A507EE50>,test
181,,,,131125,,131125000,What is the food inside of?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=612x612 at 0x7F40B8817610>,test
182,,,,131125,,131125001,Is there fruit in this dinner?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=612x612 at 0x7F40B96CDD90>,test
183,,,,131125,,131125002,What color is the fork?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=612x612 at 0x7F40B96CD510>,test
184,,,,57,,57000,What color is the man's shirt?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F40A506B190>,test
